Airline,Source,Destination,Total_Stops,Additional_Info,Price,day,month,Duration_min
Air Asia,Delhi,Cochin,1 stop,No info,6151.0,27,3,470
Multiple carriers,Delhi,Cochin,1 stop,No info,10348.0,18,5,765
Jet Airways,Banglore,New Delhi,non-stop,No info,8016.0,24,3,160
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,12,6,170
Air India,Kolkata,Banglore,non-stop,No info,5510.0,21,5,150
Air India,Mumbai,Hyderabad,non-stop,No info,3100.0,18,3,80
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,27,6,1485
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,1,6,450
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,15,6,540
Air India,Banglore,Delhi,non-stop,No info,6961.0,18,6,170
IndiGo,Delhi,Cochin,1 stop,No info,6206.0,27,5,480
Air India,Banglore,New Delhi,2 stops,No info,7904.0,15,3,880
Jet Airways,Delhi,Cochin,2 stops,No info,12819.0,27,6,1045
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,15,6,885
IndiGo,Banglore,Delhi,non-stop,No info,4591.0,21,4,165
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368.0,24,6,1615
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,11142.0,9,5,730
Air India,Delhi,Cochin,non-stop,No info,4729.0,6,4,170
Multiple carriers,Delhi,Cochin,1 stop,No info,9424.0,9,5,750
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,15136.0,6,3,390
Air India,Delhi,Cochin,2 stops,No info,12199.0,18,5,865
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,12,6,1015
IndiGo,Delhi,Cochin,non-stop,No info,4729.0,3,4,195
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,9,6,150
Jet Airways,Kolkata,Banglore,1 stop,No info,14388.0,18,5,865
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754.0,27,6,90
Air India,Banglore,New Delhi,2 stops,No info,12358.0,3,3,1545
Air India,Kolkata,Banglore,2 stops,No info,6117.0,15,5,1170
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,24,5,1375
Jet Airways,Kolkata,Banglore,1 stop,No info,14388.0,15,5,665
Air India,Delhi,Cochin,1 stop,No info,7480.0,24,6,1255
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,10791.0,27,6,395
Jet Airways,Delhi,Cochin,1 stop,No info,12452.0,27,3,1280
IndiGo,Kolkata,Banglore,1 stop,No info,4226.0,21,5,235
Vistara,Banglore,Delhi,non-stop,No info,5403.0,15,4,170
Multiple carriers,Delhi,Cochin,1 stop,No info,9646.0,1,6,765
Air Asia,Banglore,Delhi,non-stop,No info,4282.0,3,6,170
Multiple carriers,Delhi,Cochin,1 stop,No info,7845.0,27,3,395
IndiGo,Chennai,Kolkata,non-stop,No info,3384.0,21,3,140
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,6,5,175
IndiGo,Chennai,Kolkata,non-stop,No info,3597.0,15,6,140
Multiple carriers,Delhi,Cochin,1 stop,No info,13587.0,15,6,720
Air Asia,Delhi,Cochin,1 stop,No info,13474.0,3,3,865
IndiGo,Chennai,Kolkata,non-stop,No info,3384.0,21,3,135
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,27,5,810
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586.0,21,5,1545
IndiGo,Banglore,Delhi,non-stop,No info,4591.0,9,6,170
Jet Airways,Delhi,Cochin,2 stops,No info,13882.0,27,6,1490
Multiple carriers,Delhi,Cochin,1 stop,No info,18286.0,3,3,755
Air Asia,Kolkata,Banglore,1 stop,No info,5192.0,15,5,710
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11118.0,27,6,1615
IndiGo,Delhi,Cochin,1 stop,No info,14871.0,3,3,530
Air India,Kolkata,Banglore,2 stops,No info,15107.0,24,5,1165
Air India,Delhi,Cochin,1 stop,No info,8669.0,12,6,735
GoAir,Kolkata,Banglore,1 stop,No info,5171.0,1,4,455
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529.0,12,6,1170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,7438.0,27,3,320
IndiGo,Delhi,Cochin,1 stop,No info,6206.0,9,6,500
Air India,Banglore,Delhi,non-stop,No info,7171.0,9,6,165
Jet Airways,Kolkata,Banglore,1 stop,No info,14151.0,9,6,1730
Jet Airways,Kolkata,Banglore,1 stop,No info,14939.0,9,6,800
Jet Airways,Banglore,New Delhi,1 stop,No info,25735.0,1,3,1425
Jet Airways,Delhi,Cochin,2 stops,No info,13882.0,12,6,1140
Vistara,Kolkata,Banglore,1 stop,No info,9555.0,18,5,1350
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,27,4,155
Vistara,Chennai,Kolkata,non-stop,No info,6627.0,15,3,135
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586.0,12,5,330
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,9,5,155
Air India,Banglore,New Delhi,2 stops,No info,17135.0,1,3,2345
Jet Airways,Delhi,Cochin,1 stop,No info,15554.0,9,5,540
IndiGo,Delhi,Cochin,1 stop,No info,6838.0,27,5,750
IndiGo,Delhi,Cochin,1 stop,No info,8258.0,3,3,265
GoAir,Delhi,Cochin,1 stop,No info,8213.0,6,3,535
Multiple carriers,Delhi,Cochin,1 stop,No info,12192.0,6,6,720
Multiple carriers,Delhi,Cochin,1 stop,No info,14848.0,3,6,555
IndiGo,Kolkata,Banglore,non-stop,No info,4148.0,21,3,155
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,6,6,960
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,18,5,1660
Multiple carriers,Delhi,Cochin,1 stop,No info,6795.0,24,6,390
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,15,5,730
IndiGo,Delhi,Cochin,1 stop,No info,6582.0,27,6,315
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919.0,24,4,170
Multiple carriers,Delhi,Cochin,1 stop,No info,9646.0,27,6,765
SpiceJet,Banglore,New Delhi,1 stop,1 Long layover,7744.0,1,3,485
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11733.0,6,6,1615
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,15,6,1165
Jet Airways,Banglore,New Delhi,1 stop,No info,17524.0,12,3,390
SpiceJet,Mumbai,Hyderabad,non-stop,No info,3603.0,9,3,85
Multiple carriers,Delhi,Cochin,1 stop,No info,7564.0,18,5,705
Multiple carriers,Delhi,Cochin,1 stop,No info,7005.0,9,6,640
IndiGo,Delhi,Cochin,1 stop,No info,14871.0,3,3,985
Air Asia,Banglore,Delhi,non-stop,No info,4282.0,18,4,170
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,27,5,810
Air Asia,Delhi,Cochin,1 stop,No info,6752.0,24,6,340
Air India,Delhi,Cochin,non-stop,No info,6094.0,21,5,230
IndiGo,Mumbai,Hyderabad,non-stop,No info,3175.0,1,5,90
Multiple carriers,Delhi,Cochin,1 stop,No info,8266.0,27,6,630
GoAir,Banglore,Delhi,non-stop,No info,6722.0,12,4,165
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,24,6,155
Air India,Mumbai,Hyderabad,non-stop,No info,2575.0,3,4,90
Multiple carriers,Delhi,Cochin,1 stop,No info,7787.0,21,5,755
IndiGo,Delhi,Cochin,1 stop,No info,9257.0,3,3,345
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030.0,12,5,185
SpiceJet,Banglore,Delhi,non-stop,No info,4991.0,3,5,175
IndiGo,Delhi,Cochin,1 stop,No info,9861.0,21,3,350
IndiGo,Banglore,New Delhi,1 stop,No info,10406.0,15,3,285
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229.0,9,6,175
Multiple carriers,Delhi,Cochin,1 stop,No info,7670.0,15,5,735
Jet Airways,Delhi,Cochin,2 stops,No info,14300.0,24,6,505
Vistara,Kolkata,Banglore,1 stop,No info,8452.0,15,5,1655
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,6,4,150
SpiceJet,Kolkata,Banglore,1 stop,No info,6853.0,9,6,520
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,6,4,175
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,15,4,180
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,3,6,1040
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,12,6,155
IndiGo,Kolkata,Banglore,1 stop,No info,11465.0,9,5,295
IndiGo,Banglore,Delhi,non-stop,No info,4591.0,21,4,170
IndiGo,Delhi,Cochin,1 stop,No info,6628.0,9,6,975
IndiGo,Delhi,Cochin,1 stop,No info,8025.0,6,3,345
Air Asia,Delhi,Cochin,1 stop,No info,6152.0,12,6,470
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,3,4,170
Vistara,Kolkata,Banglore,1 stop,No info,9187.0,6,6,1655
Vistara,Kolkata,Banglore,1 stop,No info,9187.0,21,5,865
Multiple carriers,Delhi,Cochin,1 stop,No info,10276.0,6,3,385
Multiple carriers,Delhi,Cochin,1 stop,No info,12192.0,1,6,910
Air Asia,Kolkata,Banglore,1 stop,No info,5554.0,24,3,215
Air India,Delhi,Cochin,1 stop,No info,6377.0,27,3,735
IndiGo,Delhi,Cochin,1 stop,No info,6232.0,21,3,305
IndiGo,Delhi,Cochin,1 stop,No info,6496.0,9,5,295
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,24,6,185
IndiGo,Kolkata,Banglore,1 stop,No info,6116.0,6,6,220
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7757.0,9,5,1335
Multiple carriers,Delhi,Cochin,1 stop,No info,8266.0,21,5,630
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,21,5,155
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11841.0,15,5,775
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,24,5,155
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,1,6,170
Multiple carriers,Delhi,Cochin,1 stop,No info,15898.0,27,5,465
Jet Airways,Kolkata,Banglore,1 stop,No info,14151.0,15,5,1685
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577.0,9,6,745
Air India,Banglore,Delhi,non-stop,No info,4441.0,3,4,165
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5177.0,6,4,1505
Air India,Kolkata,Banglore,non-stop,No info,4460.0,1,4,155
Multiple carriers,Delhi,Cochin,1 stop,No info,13727.0,18,5,780
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,3,6,1235
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10588.0,6,6,1295
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,7438.0,21,3,590
Air India,Delhi,Cochin,1 stop,No info,12677.0,6,3,765
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,6,6,1485
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754.0,24,6,90
IndiGo,Delhi,Cochin,2 stops,No info,6494.0,21,3,825
IndiGo,Banglore,New Delhi,1 stop,No info,5607.0,15,3,260
Jet Airways,Banglore,New Delhi,1 stop,No info,25735.0,1,3,1350
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,3,5,175
Air India,Mumbai,Hyderabad,non-stop,No info,2050.0,21,3,80
Air India,Banglore,New Delhi,1 stop,No info,12127.0,12,3,865
Multiple carriers,Delhi,Cochin,1 stop,No info,13377.0,12,6,435
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,6,5,180
Vistara,Delhi,Cochin,non-stop,No info,6216.0,24,4,190
Air India,Delhi,Cochin,non-stop,No info,8456.0,9,6,185
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,18,5,1045
Jet Airways,Banglore,New Delhi,1 stop,No info,13817.0,12,3,885
GoAir,Delhi,Cochin,1 stop,No info,6296.0,6,5,370
Air India,Kolkata,Banglore,non-stop,No info,5170.0,21,3,150
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919.0,24,5,175
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,3,4,175
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,24,6,1105
Jet Airways,Delhi,Cochin,2 stops,No info,13882.0,9,6,1350
Multiple carriers,Delhi,Cochin,1 stop,No info,13587.0,6,6,480
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,11848.0,9,3,1685
Air India,Mumbai,Hyderabad,1 stop,No info,11678.0,6,3,825
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,18,5,175
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919.0,15,4,175
Vistara,Chennai,Kolkata,non-stop,No info,11982.0,12,6,140
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10703.0,1,5,505
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,18,5,1720
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,15,5,1495
IndiGo,Mumbai,Hyderabad,non-stop,No info,3175.0,27,6,90
Air India,Delhi,Cochin,1 stop,No info,9929.0,1,6,675
Jet Airways,Banglore,New Delhi,1 stop,No info,19225.0,6,3,305
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017.0,24,5,90
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832.0,21,3,1475
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663.0,1,5,1610
Multiple carriers,Delhi,Cochin,1 stop,No info,7005.0,9,6,560
IndiGo,Mumbai,Hyderabad,non-stop,No info,3175.0,12,5,90
Air India,Kolkata,Banglore,1 stop,No info,5006.0,1,4,1485
Multiple carriers,Delhi,Cochin,1 stop,No info,9526.0,15,6,630
Jet Airways,Delhi,Cochin,2 stops,No info,13292.0,6,6,810
IndiGo,Delhi,Cochin,1 stop,No info,6058.0,9,5,345
Air India,Delhi,Cochin,3 stops,No info,10493.0,24,6,1585
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,9,6,365
Jet Airways,Kolkata,Banglore,1 stop,No info,10953.0,1,4,690
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,21,5,960
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10539.0,6,6,800
Vistara,Delhi,Cochin,non-stop,No info,6741.0,18,5,190
Jet Airways,Kolkata,Banglore,1 stop,No info,14571.0,6,6,800
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,9,5,590
IndiGo,Mumbai,Hyderabad,non-stop,No info,3838.0,18,5,90
Air India,Delhi,Cochin,non-stop,No info,5201.0,18,6,230
Air Asia,Delhi,Cochin,1 stop,No info,8759.0,9,6,470
GoAir,Delhi,Cochin,1 stop,No info,6195.0,24,4,355
Air India,Mumbai,Hyderabad,non-stop,No info,3100.0,15,3,75
SpiceJet,Delhi,Cochin,1 stop,No info,5975.0,18,5,295
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,9,6,570
Jet Airways,Delhi,Cochin,1 stop,No info,16079.0,27,5,450
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543.0,27,5,135
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,3,5,150
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,15,6,1040
Jet Airways,Kolkata,Banglore,1 stop,No info,12692.0,12,6,840
IndiGo,Chennai,Kolkata,non-stop,No info,3850.0,1,6,140
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373.0,18,5,1225
Air India,Mumbai,Hyderabad,non-stop,No info,3100.0,21,3,90
Vistara,Banglore,Delhi,non-stop,No info,4878.0,18,5,165
Multiple carriers Premium economy,Delhi,Cochin,1 stop,No info,9845.0,21,3,725
IndiGo,Banglore,Delhi,non-stop,No info,4077.0,1,5,165
Multiple carriers,Delhi,Cochin,1 stop,No info,9315.0,21,5,690
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,9,5,570
Air India,Mumbai,Hyderabad,2 stops,No info,17327.0,6,3,5
Air India,Banglore,New Delhi,non-stop,No info,9481.0,9,3,170
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,8938.0,27,3,2315
Jet Airways,Kolkata,Banglore,1 stop,No info,14388.0,9,5,330
Air India,Delhi,Cochin,1 stop,No info,5704.0,21,3,1590
GoAir,Banglore,Delhi,non-stop,No info,3898.0,9,6,175
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678.0,27,3,90
IndiGo,Delhi,Cochin,1 stop,No info,6937.0,9,3,265
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754.0,21,3,85
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,2647.0,15,3,85
IndiGo,Kolkata,Banglore,1 stop,No info,4226.0,21,5,240
GoAir,Banglore,Delhi,non-stop,No info,4239.0,18,5,175
IndiGo,Delhi,Cochin,1 stop,No info,9165.0,27,6,305
Jet Airways,Banglore,New Delhi,non-stop,No info,18308.0,1,3,160
Multiple carriers,Delhi,Cochin,1 stop,No info,14486.0,21,3,505
Air Asia,Banglore,Delhi,non-stop,No info,4282.0,9,4,170
Multiple carriers,Delhi,Cochin,1 stop,No info,13587.0,27,6,780
Multiple carriers,Delhi,Cochin,1 stop,No info,13587.0,3,6,570
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6645.0,27,3,1225
SpiceJet,Banglore,Delhi,non-stop,No info,4423.0,15,4,160
Air India,Banglore,New Delhi,2 stops,No info,11518.0,18,3,1800
Jet Airways,Kolkata,Banglore,1 stop,No info,13759.0,24,3,890
SpiceJet,Banglore,Delhi,non-stop,No info,3625.0,18,6,160
IndiGo,Kolkata,Banglore,non-stop,No info,4148.0,15,3,170
Vistara,Banglore,Delhi,non-stop,No info,5613.0,24,4,155
Air India,Kolkata,Banglore,2 stops,No info,14298.0,6,5,1440
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832.0,21,3,800
IndiGo,Delhi,Cochin,1 stop,No info,6442.0,21,5,575
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678.0,1,4,85
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064.0,1,4,585
Jet Airways,Kolkata,Banglore,1 stop,No info,14151.0,18,5,1005
GoAir,Banglore,Delhi,non-stop,No info,3419.0,24,6,165
Jet Airways,Delhi,Cochin,1 stop,No info,15554.0,9,3,660
Air India,Banglore,New Delhi,1 stop,No info,13859.0,18,3,495
SpiceJet,Kolkata,Banglore,non-stop,No info,3847.0,15,3,140
GoAir,Banglore,New Delhi,1 stop,No info,7657.0,9,3,265
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,27,5,180
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227.0,18,6,95
SpiceJet,Banglore,Delhi,non-stop,No info,3971.0,21,6,160
IndiGo,Delhi,Cochin,1 stop,No info,6628.0,27,6,975
Jet Airways,Kolkata,Banglore,1 stop,No info,13584.0,6,5,775
SpiceJet,Kolkata,Banglore,non-stop,No info,4148.0,21,3,160
Jet Airways,Kolkata,Banglore,1 stop,No info,14571.0,9,6,705
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,21,5,140
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5198.0,12,4,165
Air Asia,Banglore,Delhi,non-stop,No info,3383.0,24,4,170
Jet Airways,Delhi,Cochin,non-stop,In-flight meal not included,7202.0,6,6,195
IndiGo,Delhi,Cochin,non-stop,No info,5021.0,3,4,195
GoAir,Banglore,Delhi,non-stop,No info,4239.0,3,5,165
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,27,5,1025
Vistara,Banglore,New Delhi,non-stop,No info,21520.0,1,3,160
IndiGo,Delhi,Cochin,non-stop,No info,7673.0,3,3,195
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,18,6,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,15190.0,1,6,715
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,18,5,850
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,18,5,155
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,1,6,1415
IndiGo,Delhi,Cochin,1 stop,No info,7503.0,15,5,705
Jet Airways,Banglore,Delhi,non-stop,No info,8016.0,15,6,175
IndiGo,Mumbai,Hyderabad,non-stop,No info,4049.0,9,6,90
Air India,Banglore,New Delhi,1 stop,No info,12389.0,3,3,425
SpiceJet,Chennai,Kolkata,non-stop,No info,3597.0,12,5,140
Multiple carriers,Delhi,Cochin,1 stop,No info,13727.0,15,5,840
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678.0,1,5,85
Multiple carriers,Delhi,Cochin,1 stop,No info,7670.0,9,5,640
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,18,5,570
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064.0,1,4,1545
Multiple carriers,Delhi,Cochin,1 stop,No info,8930.0,3,6,720
Air Asia,Banglore,Delhi,non-stop,No info,4282.0,1,4,170
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,21,6,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373.0,9,5,1280
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087.0,9,3,800
Jet Airways,Delhi,Cochin,1 stop,No info,16079.0,3,6,395
IndiGo,Delhi,Cochin,non-stop,No info,5601.0,12,6,195
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2753.0,9,6,90
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,27,6,335
Multiple carriers,Delhi,Cochin,1 stop,No info,15603.0,6,3,480
IndiGo,Kolkata,Banglore,non-stop,No info,4174.0,12,4,165
IndiGo,Banglore,New Delhi,non-stop,No info,6144.0,24,3,175
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,6,5,590
IndiGo,Delhi,Cochin,1 stop,No info,6195.0,15,6,345
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586.0,6,5,1545
IndiGo,Banglore,New Delhi,non-stop,No info,11934.0,1,3,170
Air India,Kolkata,Banglore,2 stops,No info,14424.0,15,5,1345
Jet Airways,Delhi,Cochin,1 stop,No info,18581.0,24,6,715
Jet Airways,Kolkata,Banglore,1 stop,No info,13941.0,12,5,450
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,6,5,185
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,15,5,155
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,12,6,450
Air Asia,Kolkata,Banglore,2 stops,No info,11245.0,24,3,450
IndiGo,Delhi,Cochin,1 stop,No info,6104.0,27,5,845
IndiGo,Delhi,Cochin,1 stop,No info,7094.0,6,3,885
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031.0,24,3,1335
Jet Airways,Kolkata,Banglore,1 stop,No info,13941.0,18,5,375
Multiple carriers,Delhi,Cochin,1 stop,No info,7198.0,24,6,390
SpiceJet,Banglore,New Delhi,non-stop,No check-in baggage included,3873.0,24,3,175
Air India,Kolkata,Banglore,non-stop,No info,5747.0,12,3,150
Air India,Mumbai,Hyderabad,non-stop,No info,3100.0,15,6,75
Air India,Kolkata,Banglore,1 stop,No info,8996.0,6,5,245
Multiple carriers,Delhi,Cochin,1 stop,No info,9103.0,15,5,505
Jet Airways,Banglore,New Delhi,1 stop,1 Long layover,31825.0,1,3,890
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,15,5,1055
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,18,5,180
IndiGo,Banglore,New Delhi,non-stop,No info,10067.0,1,3,170
Jet Airways,Delhi,Cochin,2 stops,No info,10909.0,9,4,1125
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,27,4,155
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4050.0,1,6,85
Jet Airways,Kolkata,Banglore,1 stop,No info,14151.0,15,5,1630
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,1,6,155
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,9,5,345
Vistara,Kolkata,Banglore,1 stop,No info,9870.0,9,6,385
Air India,Delhi,Cochin,1 stop,No info,8907.0,27,5,570
Jet Airways,Banglore,New Delhi,1 stop,No info,26890.0,1,3,530
GoAir,Delhi,Cochin,1 stop,No info,6195.0,15,4,355
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832.0,21,3,305
Multiple carriers Premium economy,Delhi,Cochin,1 stop,No info,11269.0,21,3,395
Vistara,Banglore,New Delhi,non-stop,No info,5613.0,24,3,155
IndiGo,Banglore,Delhi,non-stop,No info,4284.0,1,5,175
Vistara,Banglore,Delhi,non-stop,No info,4668.0,6,5,170
Air India,Delhi,Cochin,1 stop,No info,15197.0,3,3,675
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9899.0,12,6,475
GoAir,Delhi,Cochin,1 stop,No info,3948.0,27,6,540
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,10405.0,15,3,1400
Multiple carriers,Delhi,Cochin,3 stops,No info,15419.0,9,6,835
Multiple carriers,Delhi,Cochin,1 stop,No info,15135.0,3,3,625
Multiple carriers Premium economy,Delhi,Cochin,1 stop,No info,13369.0,21,3,395
Jet Airways,Delhi,Cochin,2 stops,No info,18804.0,27,6,440
Air Asia,Delhi,Cochin,1 stop,No info,6751.0,9,5,625
Air India,Kolkata,Banglore,1 stop,No info,10203.0,9,5,745
Jet Airways,Banglore,New Delhi,1 stop,No info,27992.0,1,3,860
Air India,Delhi,Cochin,2 stops,No info,12488.0,12,6,725
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5198.0,12,4,180
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,1,5,180
Air India,Kolkata,Banglore,2 stops,No info,12723.0,12,6,1045
Air India,Mumbai,Hyderabad,2 stops,No info,13169.0,6,3,1630
Air India,Kolkata,Banglore,2 stops,No info,8366.0,15,5,535
Multiple carriers,Delhi,Cochin,1 stop,No info,7670.0,9,5,900
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,1,4,165
Vistara,Banglore,Delhi,non-stop,No info,4668.0,1,6,170
Air Asia,Delhi,Cochin,1 stop,No info,8327.0,9,3,660
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,21,5,940
IndiGo,Kolkata,Banglore,1 stop,No info,4226.0,6,5,240
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,27,6,1425
Multiple carriers,Delhi,Cochin,1 stop,No info,10678.0,24,6,845
Air India,Delhi,Cochin,2 stops,No info,8052.0,21,3,865
GoAir,Banglore,New Delhi,non-stop,No info,3898.0,24,3,175
Air Asia,Kolkata,Banglore,non-stop,No info,3807.0,12,6,155
IndiGo,Delhi,Cochin,1 stop,No info,6838.0,3,6,705
Jet Airways,Delhi,Cochin,2 stops,No info,13014.0,24,6,810
IndiGo,Kolkata,Banglore,non-stop,No info,5224.0,12,4,150
Multiple carriers,Delhi,Cochin,1 stop,No info,13377.0,6,6,750
GoAir,Delhi,Cochin,1 stop,No info,6633.0,21,5,355
Air Asia,Kolkata,Banglore,1 stop,No info,5192.0,24,5,955
IndiGo,Banglore,Delhi,non-stop,No info,4591.0,18,4,170
Air India,Kolkata,Banglore,non-stop,No info,4880.0,12,5,155
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,27,4,180
